,CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MOR,NAP,FXMP,MRPP,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR_NAP,C_PT_PVEM_MOR_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MOR_NAP_FXMP,C_PVEM_MOR_NAP_FXMP,C_PT_PVEM_MOR,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MOR_NAP,C_PT_MOR_FXMP,C_PT_NAP_FXMP,C_PVEM_MOR_NAP,C_PVEM_MOR_FXMP,C_PVEM_NAP_FXMP,C_MOR_NAP_FXMP,C_PT_PVEM,C_PT_MOR,C_PT_NAP,C_PT_FXMP,C_PVEM_MOR,C_PVEM_NAP,C_PVEM_FXMP,C_MOR_NAP,C_MOR_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,TIEMPO_PROCESAMIENTO,TIEMPO_PROCESAMIENTO_MINUTOS
36,'210536B0100,'210536B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0536,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,627.0,647.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
37,'210536C0100,'210536C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0536,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,627.0,647.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
38,'210536C0200,'210536C02003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0536,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,627.0,647.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
39,'210537B0100,'210537B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0537,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,390.0,410.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
40,'210537C0100,'210537C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0537,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,389.0,409.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
41,'210537E0100,'210537E01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0537,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,729.0,749.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
42,'210538B0100,'210538B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0538,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,692.0,712.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
43,'210538E0100,'210538E01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0538,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,634.0,654.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
44,'210538E0101,'210538E01013,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0538,'01,E,'01,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,634.0,654.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
45,'210539B0100,'210539B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0539,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,432.0,452.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
46,'210539C0100,'210539C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0539,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,431.0,451.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
47,'210540B0100,'210540B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0540,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,268.0,288.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
48,'210540E0100,'210540E01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0540,'01,E,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,610.0,630.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
49,'210541B0100,'210541B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0541,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,532.0,552.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
50,'210541C0100,'210541C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0541,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,532.0,552.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
51,'210541C0200,'210541C02003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0541,'02,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,532.0,552.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
52,'210542B0100,'210542B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0542,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,728.0,748.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
53,'210542C0100,'210542C01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0542,'01,C,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,727.0,747.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
54,'210543B0100,'210543B01003,'21,PUEBLA,'001,XICOTEPEC DE JUAREZ,'0543,'01,B,'00,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,745.0,765.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
55,'210594B0100,'210594B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0594,'01,B,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,402.0,422.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
56,'210594C0100,'210594C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0594,'01,C,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,402.0,422.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
57,'210595B0100,'210595B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0595,'01,B,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,437.0,457.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
58,'210595C0100,'210595C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0595,'01,C,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,437.0,457.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
59,'210595S0100,'210595S01003EMR,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0595,'01,S,'00,1,3EMR,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,1000.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
60,'210596B0100,'210596B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0596,'01,B,'00,2,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,587.0,607.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
61,'210596C0100,'210596C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0596,'01,C,'00,2,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,586.0,606.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
62,'210597B0100,'210597B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0597,'01,B,'00,1,3,sin_dato,560,sin_dato,sin_dato,,,,34,10,24,,4,42,20,52,,,,,,,,,,,,11,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,0,sin_dato,202.0,560.0,580.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,8acd7017280c19c548e4c296cbaf0a265864248653c3077a219ec65ebc60e30a,2024-05-12 14:08:32,2024-05-12 14:44:28,2024-05-12 14:46:56,CATD,ESCANER,ACTA PREP,0 days 00:35:56,35.93
63,'210597C0100,'210597C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0597,'01,C,'00,1,3,sin_dato,560,sin_dato,sin_dato,,,,20,35,31,,35,48,40,8,,,,,,,,,,,,sin_dato,6,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,1,sin_dato,229.0,560.0,580.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,11daf0c7cfdcab2cb799a0cb0de9aed9dc7196f7f99a89fbb1f1612c73fa9507,2024-05-12 14:09:11,2024-05-12 14:44:41,2024-05-12 14:48:30,CATD,ESCANER,ACTA PREP,0 days 00:35:30,35.5
64,'210597C0200,'210597C02003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0597,'02,C,'00,1,3,sin_dato,560,sin_dato,sin_dato,,,,11,54,61,,33,15,2,21,,,,,,,,,,,,10,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,1,sin_dato,213.0,560.0,580.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,32b554e9b02cdf4fef2717a7420cf3dcef2395b80d21c86997fab9bab1fd666b,2024-05-12 14:09:53,2024-05-12 14:46:16,2024-05-12 14:47:59,CATD,ESCANER,ACTA PREP,0 days 00:36:23,36.38
65,'210598B0100,'210598B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0598,'01,B,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,658.0,678.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
66,'210598C0100,'210598C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0598,'01,C,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,657.0,677.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
67,'210598C0200,'210598C02003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0598,'02,C,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,657.0,677.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
68,'210598C0300,'210598C03003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0598,'03,C,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,657.0,677.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
69,'210599B0100,'210599B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0599,'01,B,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,668.0,688.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
70,'210599C0100,'210599C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0599,'01,C,'00,1,3,-,-,-,-,,,,-,-,-,,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,667.0,687.0,SIN OBSERVACIONES,-,-,-,,,,-,-,-,,
71,'210600B0100,'210600B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0600,'01,B,'00,1,3,sin_dato,632,sin_dato,sin_dato,,,,73,13,23,,20,3,23,34,,,,,,,,,,,,sin_dato,16,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,2,3,sin_dato,210.0,632.0,652.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,6a862b6e15f7425234aef84a762b55ee204addc045835edad670ff17a5b79c44,2024-05-12 14:12:55,2024-05-12 14:47:58,2024-05-12 14:56:22,CATD,ESCANER,ACTA PREP,0 days 00:35:03,35.05
72,'210600C0100,'210600C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0600,'01,C,'00,1,3,sin_dato,232,sin_dato,sin_dato,,,,67,33,60,,31,64,52,24,,,,,,,,,,,,16,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,4,sin_dato,357.0,632.0,652.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,59c76c4465fd7e7c19d35f0801b49a28ec81a528dbcd672a02f3f50fcb8c85d7,2024-05-12 14:12:07,2024-05-12 14:47:23,2024-05-12 14:51:57,CATD,ESCANER,ACTA PREP,0 days 00:35:16,35.27
73,'210601B0100,'210601B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0601,'01,B,'00,1,3,sin_dato,515,sin_dato,sin_dato,,,,52,67,42,,10,36,15,6,,,,,,,,,,,,sin_dato,7,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0,3,sin_dato,238.0,515.0,535.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,60b6760c601034da9fa7d98e508c43dbc2c0854e643bde8760a6ba7e78403cdf,2024-05-12 14:13:40,2024-05-12 14:49:05,2024-05-12 14:51:04,CATD,ESCANER,ACTA PREP,0 days 00:35:25,35.42
74,'210601C0100,'210601C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0601,'01,C,'00,1,3,sin_dato,514,sin_dato,sin_dato,,,,47,13,41,,5,60,24,3,,,,,,,,,,,,sin_dato,17,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,2,sin_dato,218.0,514.0,534.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,fb2d007329de87f865a2be1ed39e80efd003a9b26e31233c2cc18e635263d4c2,2024-05-12 14:14:16,2024-05-12 14:50:52,2024-05-12 14:55:44,CATD,ESCANER,ACTA PREP,0 days 00:36:36,36.6
75,'210602B0100,'210602B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0602,'01,B,'00,1,3,sin_dato,613,sin_dato,sin_dato,,,,16,31,67,,31,10,16,63,,,,,,,,,,,,sin_dato,0,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,1,3,sin_dato,238.0,619.0,639.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,cd8ed587e812e08828bfab51cbc16bb114dad81ce116397a6a159b8da41c150c,2024-05-12 14:14:50,2024-05-12 14:50:30,2024-05-12 14:54:30,CATD,ESCANER,ACTA PREP,0 days 00:35:40,35.67
76,'210602C0100,'210602C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0602,'01,C,'00,1,3,sin_dato,613,sin_dato,sin_dato,,,,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,sin_dato,,,,,,,,,,,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,619.0,639.0,TODOS ILEGIBLES O SIN DATO,0,F,26468a2610480b31a4e1d847dca11690a3e36cc415d07cbedba4584c593aadde,2024-05-12 14:15:29,2024-05-12 14:50:19,2024-05-12 14:50:54,CATD,ESCANER,ACTA PREP,0 days 00:34:50,34.83
77,'210603B0100,'210603B01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0603,'01,B,'00,1,3,sin_dato,728,sin_dato,sin_dato,,,,70,4,50,,42,54,76,71,,,,,,,,,,,,sin_dato,20,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,7,3,sin_dato,397.0,728.0,748.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,74abf9e286b2bb063fa1841cc8f3f8ecb9520cb7ee559f2f7571dfa74272bc3d,2024-05-12 14:16:26,2024-05-12 14:52:34,2024-05-12 14:54:49,CATD,ESCANER,ACTA PREP,0 days 00:36:08,36.13
78,'210603C0100,'210603C01003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0603,'01,C,'00,1,3,sin_dato,728,sin_dato,sin_dato,,,,47,41,47,,79,77,53,13,,,,,,,,,,,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,6,4,sin_dato,373.0,728.0,748.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,e659ac7d94b1e3b73e353df6572fa2c8e273cfd1a62f6f6669f9938cf39c99dc,2024-05-12 14:17:11,2024-05-12 14:52:16,2024-05-12 14:56:12,CATD,ESCANER,ACTA PREP,0 days 00:35:05,35.08
79,'210603C0200,'210603C02003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0603,'02,C,'00,1,3,sin_dato,sin_dato,sin_dato,sin_dato,,,,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,sin_dato,,,,,,,,,,,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,728.0,748.0,TODOS ILEGIBLES O SIN DATO,0,F,118b99f159f9e1ff450cb9ad6b20ca12ff3227776f27af68e632af5ce7ec027d,2024-05-12 14:17:47,2024-05-12 14:52:17,2024-05-12 14:54:09,CATD,ESCANER,ACTA PREP,0 days 00:34:30,34.5
80,'210603C0300,'210603C03003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0603,'03,C,'00,1,3,sin_dato,sin_dato,sin_dato,sin_dato,,,,sin_dato,sin_dato,sin_dato,,sin_dato,sin_dato,sin_dato,sin_dato,,,,,,,,,,,,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,0.0,728.0,748.0,TODOS ILEGIBLES O SIN DATO,0,F,1f4729270db9bc9fffd8503a4457be25732f7e29155adb6ef4f116a58e8da07c,2024-05-12 14:18:23,2024-05-12 14:52:51,2024-05-12 14:58:02,CATD,ESCANER,ACTA PREP,0 days 00:34:28,34.47
81,'210603C0400,'210603C04003,'21,PUEBLA,'002,HUAUCHINANGO DE DEGOLLADO,'0603,'04,C,'00,1,3,sin_dato,728,sin_dato,sin_dato,,,,27,78,11,,70,2,14,31,,,,,,,,,,,,14,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,sin_dato,5,1,sin_dato,253.0,728.0,748.0,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,862a799cdfb5fb13a06e698daec0b516db7ca7eb1471dc2899a09cccea4a5190,2024-05-12 14:19:04,2024-05-12 14:54:15,2024-05-12 14:58:03,CATD,ESCANER,ACTA PREP,0 days 00:35:11,35.18
