AYUNTAMIENTOS
03/06/2024 20:00 (UTC-6)

ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
8352,7897,12,7885,94.4085,6958,83.3093,13.6254,927,4169515,2687769.0,2682757.0,64.4623

CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PT,PVEM,MC,PSI,MORENA,NAP,FXMP,CAND_IND_1,CAND_IND_2,C_PAN_PRI_PRD_PSI,C_PAN_PRI_PRD,C_PAN_PRI_PSI,C_PAN_PRD_PSI,C_PRI_PRD_PSI,C_PAN_PRI,C_PAN_PRD,C_PAN_PSI,C_PRI_PRD,C_PRI_PSI,C_PRD_PSI,C_PT_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA_NAP,C_PT_PVEM_MORENA_FXMP,C_PT_PVEM_NAP_FXMP,C_PT_MORENA_NAP_FXMP,C_PVEM_MORENA_NAP_FXMP,C_PT_PVEM_MORENA,C_PT_PVEM_NAP,C_PT_PVEM_FXMP,C_PT_MORENA_NAP,C_PT_MORENA_FXMP,C_PT_NAP_FXMP,C_PVEM_MORENA_NAP,C_PVEM_MORENA_FXMP,C_PVEM_NAP_FXMP,C_MORENA_NAP_FXMP,C_PT_PVEM,C_PT_MORENA,C_PT_NAP,C_PT_FXMP,C_PVEM_MORENA,C_PVEM_NAP,C_PVEM_FXMP,C_MORENA_NAP,C_MORENA_FXMP,C_NAP_FXMP,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'210424C0100,'210424C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'01,C,'00,2,4,147,430,4,434,14,141,2,7,4,2,190,15,2,-,-,-,-,6,-,-,-,2,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,48,434,434,548,20, - ,1,F,dab28ed544e6b29d0f6f1747a2694480639e03cc3762efb29ee606f381b059f3,03/06/2024 10:39:36,03/06/2024 10:49:54,03/06/2024 10:50:38,CATD,ESCANER,ACTA PREP
'210424C0200,'210424C02004,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'02,C,'00,2,4,141,433,8,441,9,137,2,6,8,2,209,16,1,-,-,-,-,7,-,-,-,3,0,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,38,441,441,548,20, - ,1,F,03ae9b0179d8581cb270181503cbc272803e4f59ffd6b691003c2e1624c4c2e8,03/06/2024 10:37:32,03/06/2024 10:47:56,03/06/2024 10:48:30,CATD,ESCANER,ACTA PREP
'210424E0100,'210424E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'01,E,'00,2,4,144,273,1,274,5,108,9,4,2,2,94,23,0,-,-,-,-,6,-,-,-,3,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,17,274,274,384,20, - ,1,F,4bc4cc53f385d6876ff93eb1269fd3503a8ebf164e9b3eda4e65527d5a5dabe1,03/06/2024 10:42:29,03/06/2024 10:51:36,03/06/2024 10:54:17,CATD,ESCANER,ACTA PREP
'210424E0101,'210424E01014,'21,PUEBLA,'050,CHICONCUAUTLA,'0424,'01,E,'01,2,4,154,259,5,264,7,103,2,2,4,0,80,27,0,-,-,-,-,5,-,-,-,6,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,27,259,264,384,20, - ,1,F,6b335e3c51f9e9abc9817d396a83d55e3478a9df16afa92540219872b636dc7a,03/06/2024 10:33:17,03/06/2024 10:43:24,03/06/2024 10:46:23,CATD,ESCANER,ACTA PREP
'210425B0100,'210425B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0425,'01,B,'00,2,4,134,286,12,298,17,113,6,4,3,2,73,56,1,-,-,-,-,7,-,-,-,1,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,14,298,298,398,20, - ,1,F,9b18d239168be73315f513a1bdcf4b22062534901586c6b9b5150a7952cbabf4,03/06/2024 10:28:48,03/06/2024 10:38:26,03/06/2024 10:41:29,CATD,ESCANER,ACTA PREP
'210425C0100,'210425C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0425,'01,C,'00,2,4,152,270,10,280,6,81,4,10,1,4,86,54,3,-,-,-,-,5,-,-,-,3,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,23,280,280,398,20, - ,1,F,1fe360d950193c30c09e1d84f6156d48f0a320d86ce155e01a0167e95839b08b,03/06/2024 10:27:11,03/06/2024 10:35:54,03/06/2024 10:37:00,CATD,ESCANER,ACTA PREP
'210426B0100,'210426B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0426,'01,B,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,732,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210426C0100,'210426C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0426,'01,C,'00,2,4,203,560,2,562,10,218,1,11,13,8,104,118,2,-,-,-,-,13,-,-,-,11,0,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,56,567,567,731,20, - ,1,F,7ce88d4b7f6cf754a36b9be6ed89528de37a136b162b42018153afff4cdd06ca,03/06/2024 10:35:48,03/06/2024 10:44:56,03/06/2024 10:46:08,CATD,ESCANER,ACTA PREP
'210427B0100,'210427B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0427,'01,B,'00,2,4,146,432,SIN DATO,432,7,151,5,24,7,4,107,56,1,-,-,-,-,1,-,-,-,3,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,62,432,429,544,20, - ,1,F,9bec12fd47d5d8f832fbdc5261dce6e5d0ed9a7209da0c7f6a5a910f74d06c59,03/06/2024 10:39:27,03/06/2024 10:48:51,03/06/2024 10:52:21,CATD,ESCANER,ACTA PREP
'210427C0100,'210427C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0427,'01,C,'00,2,4,134,441,3,578,6,157,0,18,8,5,154,34,2,-,-,-,-,8,-,-,-,4,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,43,SIN DATO,439,544,20, - ,1,F,8721208a439ae8dcccd4673a479f36600b85507e8931240419199e516e2de040,03/06/2024 10:28:00,03/06/2024 10:37:16,03/06/2024 10:39:11,CATD,ESCANER,ACTA PREP
'210427E0100,'210427E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0427,'01,E,'00,2,4,102,410,9,419,3,199,0,5,0,2,126,68,6,-,-,-,-,2,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,11,419,422,487,20, - ,1,F,a437b375b59c3d3ee57eb928683361321a252e566da14ca69a2cde432dc482dd,03/06/2024 10:35:01,03/06/2024 10:44:33,03/06/2024 10:45:58,CATD,ESCANER,ACTA PREP
'210428B0100,'210428B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,B,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,656,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210428C0100,'210428C01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,C,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,655,20,SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210428E0100,'210428E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,E,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,630,20,SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210428E0101,'210428E01014,'21,PUEBLA,'050,CHICONCUAUTLA,'0428,'01,E,'01,2,4,198,456,7,463,1,216,2,4,0,4,172,39,0,-,-,-,-,6,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,19,463,463,629,20, - ,1,F,d300325410b03f95c0f29506460e0d310687fddedc5902f22478adfef85dfaed,03/06/2024 10:32:07,03/06/2024 10:42:18,03/06/2024 10:42:52,CATD,ESCANER,ACTA PREP
'210429B0100,'210429B01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0429,'01,B,'00,2,4,161,397,3,400,15,253,2,7,4,0,54,29,0,-,-,-,-,12,-,-,-,1,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,SIN DATO,22,400,400,527,20,ALGUN CAMPO ILEGIBLE O SIN DATO,1,F,98a97758c0d1d08947ed6ee401bdb7ec5927b1c248ef0920ceba91b9868d4d5e,03/06/2024 10:28:42,03/06/2024 10:37:38,03/06/2024 10:39:02,CATD,ESCANER,ACTA PREP
'210429E0100,'210429E01004,'21,PUEBLA,'050,CHICONCUAUTLA,'0429,'01,E,'00,2,4,64,104,10,114,9,65,2,4,1,0,3,20,0,-,-,-,-,3,-,-,-,4,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,2,114,114,144,20, - ,1,F,f109d05c59f395a9e87f177b4a324b4392aed640b76a6dc4f6e19621129af2bd,03/06/2024 10:39:27,03/06/2024 10:49:35,03/06/2024 10:51:10,CATD,ESCANER,ACTA PREP
'210502B0100,'210502B01004,'21,PUEBLA,'058,HONEY,'0502,'01,B,'00,2,4,234,413,1,SIN DATO,104,12,3,23,-,172,-,67,-,-,-,-,-,15,-,-,-,3,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,15,414,414,614,20, - ,1,F,8e7c53e315330ccab1935f9fae887b56c5fe65fcacabb85d6cba16116fa3bfb7,03/06/2024 06:48:58,03/06/2024 07:44:07,03/06/2024 07:45:48,CASILLA,MOVIL,ACTA PREP
'210502C0100,'210502C01004,'21,PUEBLA,'058,HONEY,'0502,'01,C,'00,2,4,245,403,SIN DATO,403,100,18,9,14,-,170,-,66,-,-,-,-,-,10,-,-,-,5,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,11,403,403,614,20, - ,1,F,af1e78148c20791e7ff9d70f9e90fa729ae9d72550a5de5f55743a5c6a9ac1df,03/06/2024 13:55:02,03/06/2024 13:55:56,03/06/2024 13:57:18,CATD,ESCANER,ACTA PREP
'210502C0200,'210502C02004,'21,PUEBLA,'058,HONEY,'0502,'02,C,'00,2,4,225,422,1,423,143,9,3,15,-,163,-,54,-,-,-,-,-,11,-,-,-,4,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,21,SIN DATO,423,614,20, - ,1,F,38c4eb2cab1c7ec4cb012164381547d9331b568fb97f0ac87750cd5c491b2a67,03/06/2024 09:40:38,03/06/2024 09:42:39,03/06/2024 09:43:38,CASILLA,MOVIL,ACTA PREP
'210503B0100,'210503B01004,'21,PUEBLA,'058,HONEY,'0503,'01,B,'00,2,4,235,454,2,456,89,27,4,56,-,131,-,138,-,-,-,-,-,3,-,-,-,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,17,458,469,659,20, - ,1,F,29dc1f39ed46b1111964ad1df8a45b784f3135e0ac79ee6ca7b61e6e3287c1b5,03/06/2024 02:23:57,03/06/2024 03:00:36,03/06/2024 03:07:22,CASILLA,MOVIL,ACTA PREP
'210503C0100,'210503C01004,'21,PUEBLA,'058,HONEY,'0503,'01,C,'00,2,4,228,465,SIN DATO,465,71,31,3,44,-,139,-,135,-,-,-,-,-,7,-,-,-,10,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,25,465,465,659,20, - ,1,F,63f63e7f0876114803ef30e09b9dfc12a5dc31fc6f5a936fcda8859e15ec1502,03/06/2024 02:14:03,03/06/2024 02:41:02,03/06/2024 02:41:55,CASILLA,MOVIL,ACTA PREP
'210504B0100,'210504B01004,'21,PUEBLA,'058,HONEY,'0504,'01,B,'00,2,4,170,448,1,449,40,50,6,23,-,148,-,154,-,-,-,-,-,8,-,-,-,3,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,16,449,449,585,20, - ,1,F,4653c84d49fcfa13e3c15e632508441a223ddd9f27e8fe9edfd005bab62ff800,03/06/2024 05:15:57,03/06/2024 06:25:19,03/06/2024 06:27:26,CASILLA,MOVIL,ACTA PREP
'210504C0100,'210504C01004,'21,PUEBLA,'058,HONEY,'0504,'01,C,'00,2,4,147,467,4,471,25,55,5,33,-,142,-,184,-,-,-,-,-,2,-,-,-,2,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,23,472,471,585,20, - ,1,F,5ea2f4a7a1cabf46fcc2e2ad81b4d59ae633cf3b437fbbbc9f4b5be07d75aa97,03/06/2024 13:49:44,03/06/2024 14:29:20,03/06/2024 14:31:10,CATD,ESCANER,ACTA PREP
'210504E0100,'210504E01004,'21,PUEBLA,'058,HONEY,'0504,'01,E,'00,2,4,154,385,3,388,145,40,4,15,-,89,-,49,-,-,-,-,-,19,-,-,-,6,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,20,388,388,508,20, - ,1,F,947888d5b769da9c9dcab0b8a88ea7ee232c9ceb699f8732292723883734dbb8,03/06/2024 04:25:08,03/06/2024 05:43:29,03/06/2024 05:44:23,CASILLA,MOVIL,ACTA PREP
'210504E0101,'210504E01014,'21,PUEBLA,'058,HONEY,'0504,'01,E,'01,2,4,164,375,3,378,141,39,6,13,-,75,-,61,-,-,-,-,-,19,-,-,-,7,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,17,378,378,508,20, - ,1,F,0e0bae8efadceeee194e68ac488f2d0457558413d3e03e45852f6b6956f5a041,03/06/2024 02:00:39,03/06/2024 02:16:49,03/06/2024 02:18:06,CASILLA,MOVIL,ACTA PREP
'210535B0100,'210535B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0535,'01,B,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,692,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210535C0100,'210535C01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0535,'01,C,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,692,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210535C0200,'210535C02004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0535,'02,C,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,692,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210536B0100,'210536B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0536,'01,B,'00,2,4,207,454,SIN DATO,454,183,26,1,8,29,4,17,138,1,2,-,-,-,10,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,0,21,454,442,627,20, - ,1,F,cba9cf791fe689a5c9974a4fb426e8b00d3e2eb0436d47b0391233a12255a209,03/06/2024 02:54:09,03/06/2024 04:00:34,03/06/2024 04:11:02,CASILLA,MOVIL,ACTA PREP
'210536C0100,'210536C01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0536,'01,C,'00,2,4,215,443,303,443,121,17,4,5,34,5,124,137,2,3,-,-,-,14,-,-,-,4,3,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,0,11,446,486,627,20, - ,1,F,adb2c712596cffc667b83de863f91210f40e6647a2a0f27988bf53fc09b3a845,03/06/2024 03:52:55,03/06/2024 05:11:29,03/06/2024 05:26:54,CASILLA,MOVIL,ACTA PREP
'210536C0200,'210536C02004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0536,'02,C,'00,2,4,215,443,3,446,200,13,1,6,37,3,17,147,0,4,-,-,-,0,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,18,446,446,627,20, - ,1,F,ad363bf417e6ad96d20215a7371ac91e4d9a7da368668f4c6197da6775397f90,02/06/2024 23:24:36,02/06/2024 23:26:13,02/06/2024 23:28:17,CASILLA,MOVIL,ACTA PREP
'210537B0100,'210537B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0537,'01,B,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,390,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210537C0100,'210537C01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0537,'01,C,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,389,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210537E0100,'210537E01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0537,'01,E,'00,2,4,266,491,5,496,104,19,4,5,132,16,14,168,1,3,-,-,-,2,-,-,-,1,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,0,23,496,496,729,20, - ,1,F,16a465754e4dfb5eb6ac98b968a4b63477667ec81111f4a1a77691ead1ff0af2,03/06/2024 03:39:24,03/06/2024 04:57:00,03/06/2024 05:04:12,CASILLA,MOVIL,ACTA PREP
'210538B0100,'210538B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0538,'01,B,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,692,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210538E0100,'210538E01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0538,'01,E,'00,2,4,SIN DATO,SIN DATO,SIN DATO,SIN DATO,132,33,4,8,47,52,4,119,2,4,-,-,-,12,-,-,-,10,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,31,SIN DATO,460,634,20, - ,1,F,b0b555091fb1f2e2169e590c67d0d9cea676e202e7d1406d108b5424de3b9856,03/06/2024 06:51:05,03/06/2024 07:53:48,03/06/2024 08:43:16,CASILLA,MOVIL,ACTA PREP
'210538E0101,'210538E01014,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0538,'01,E,'01,2,4,205,459,4,463,95,26,5,15,46,66,8,166,4,1,-,-,-,0,-,-,-,0,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,21,463,453,634,20, - ,1,F,0091133d5de4fb4699a14acb9d01a7875a561a5f9fb8f51fc87d063e1b3eb0a9,03/06/2024 07:05:50,03/06/2024 08:11:35,03/06/2024 08:17:38,CASILLA,MOVIL,ACTA PREP
'210539B0100,'210539B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0539,'01,B,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,432,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210539C0100,'210539C01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0539,'01,C,'00,2,4,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,SIN ACTA,-,-,-,SIN ACTA,-,-,-,SIN ACTA,SIN ACTA,-,SIN ACTA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SIN ACTA,-,-,-,-,-,-,-,-,SIN ACTA,SIN ACTA,SIN ACTA,0,431,20,SIN ACTA POR PAQUETE NO ENTREGADO,0,N/A,N/A,N/A,N/A,N/A,CATD,ESCANER,N/A
'210540B0100,'210540B01004,'21,PUEBLA,'065,FRANCISCO Z. MENA,'0540,'01,B,'00,2,4,89,207,6,213,65,6,0,2,8,10,5,103,2,0,-,-,-,2,-,-,-,1,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,9,214,214,268,20, - ,1,F,68238c7e8e4ad582c0d1fb3f9689d9cb882399d46d0ebabf17b68f565e96d7fb,03/06/2024 01:35:56,03/06/2024 01:44:18,03/06/2024 01:45:28,CASILLA,MOVIL,ACTA PREP
